Point ID,arc_length,Displacements_0,Displacements_1,Displacements_2,Points_Magnitude
171,0.1538999974728,-1.410990024635e-15,-0.0003389764460735,0,0.1538999974728
172,0.1547999978065,-1.419241078453e-15,-0.0003427834599279,0,0.1547999978065
173,0.1556999981403,-1.427492238151e-15,-0.0003466116904747,0,0.1556999981403
174,0.1565999984741,-1.435743291969e-15,-0.0003504611377139,0,0.1565999984741
175,0.1574999988079,-1.443994345787e-15,-0.0003543318016455,0,0.1574999988079
176,0.1583999991417,-1.452245505485e-15,-0.0003582236822695,0,0.1583999991417
177,0.1592999994755,-1.460496559303e-15,-0.0003621367795859,0,0.1592999994755
178,0.1601999998093,-1.468747613122e-15,-0.0003660710935947,0,0.1601999998093
179,0.1611000001431,-1.476998772819e-15,-0.0003700266533997,0,0.1611000001431
180,0.1620000004768,-1.485249826637e-15,-0.0003740034007933,0,0.1620000004768
181,0.1629000008106,-1.493500880456e-15,-0.0003780013648793,0,0.1629000008106
182,0.1638000011444,-1.501751934274e-15,-0.0003820205456577,0,0.1638000011444
183,0.1647000014782,-1.510002988092e-15,-0.0003860609431285,0,0.1647000014782
184,0.165600001812,-1.518254041911e-15,-0.0003901225863956,0,0.165600001812
185,0.1665000021458,-1.526505095729e-15,-0.0003942054172512,0,0.1665000021458
186,0.1674000024796,-1.534756149547e-15,-0.0003983094647992,0,0.1674000024796
187,0.1683000028133,-1.543007203366e-15,-0.0004024347581435,0,0.1683000028133
188,0.1692000031471,-1.551258257184e-15,-0.0004065812390763,0,0.1692000031471
189,0.1701000034809,-1.559509311002e-15,-0.0004107489658054,0,0.1701000034809
190,0.1710000038147,-1.567760364821e-15,-0.000414937880123,0,0.1710000038147
191,0.1719000041485,-1.576011418639e-15,-0.0004191480111331,0,0.1719000041485
192,0.1728000044823,-1.584262472457e-15,-0.0004233793879393,0,0.1728000044823
193,0.1737000048161,-1.592513526276e-15,-0.0004276319523342,0,0.1737000048161
194,0.1746000051498,-1.600764474215e-15,-0.0004319057625253,0,0.1746000051498
195,0.1755000054836,-1.609015528033e-15,-0.0004362007603049,0,0.1755000054836
196,0.1764000058174,-1.617266581851e-15,-0.0004405170038808,0,0.1764000058174
197,0.1773000061512,-1.625517529791e-15,-0.0004448544641491,0,0.1773000061512
198,0.178200006485,-1.633768583609e-15,-0.000449213112006,0,0.178200006485
199,0.1791000068188,-1.642019637427e-15,-0.0004535930056591,0,0.1791000068188
200,0.1800000071526,-1.650270585366e-15,-0.0004579941160046,0,0.1800000071526
201,0.1808999925852,-1.658521427426e-15,-0.000462416355731,0,0.1808999925852
202,0.181799992919,-1.666772481245e-15,-0.0004668598703574,0,0.181799992919
203,0.1826999932528,-1.675023429184e-15,-0.0004713246307801,0,0.1826999932528
204,0.1835999935865,-1.683274483002e-15,-0.0004758106078953,0,0.1835999935865
205,0.1844999939203,-1.691525430942e-15,-0.0004803178017028,0,0.1844999939203
206,0.1853999942541,-1.69977648476e-15,-0.0004848461830989,0,0.1853999942541
207,0.1862999945879,-1.708027432699e-15,-0.0004893958102912,0,0.1862999945879
208,0.1871999949217,-1.716278380638e-15,-0.0004939666832797,0,0.1871999949217
209,0.1880999952555,-1.724529328577e-15,-0.0004985586856492,0,0.1880999952555
210,0.1889999955893,-1.732780382396e-15,-0.0005031719920225,0,0.1889999955893
211,0.189899995923,-1.741031330335e-15,-0.0005078064859845,0,0.189899995923
212,0.1907999962568,-1.749282278274e-15,-0.000512462167535,0,0.1907999962568
213,0.1916999965906,-1.757533226213e-15,-0.0005171390948817,0,0.1916999965906
214,0.1925999969244,-1.765784174153e-15,-0.0005218372680247,0,0.1925999969244
215,0.1934999972582,-1.774035122092e-15,-0.0005265566287562,0,0.1934999972582
216,0.194399997592,-1.782286070031e-15,-0.0005312971770763,0,0.194399997592
217,0.1952999979258,-1.79053701797e-15,-0.0005360589711927,0,0.1952999979258
218,0.1961999982595,-1.798787965909e-15,-0.0005408420111053,0,0.1961999982595
219,0.1970999985933,-1.807038913849e-15,-0.0005456462386064,0,0.1970999985933
220,0.1979999989271,-1.815289861788e-15,-0.0005504717119038,0,0.1979999989271
221,0.1988999992609,-1.823540809727e-15,-0.0005553183727898,0,0.1988999992609
222,0.1997999995947,-1.831791757666e-15,-0.0005601862212643,0,0.1997999995947
223,0.2006999999285,-1.840042705605e-15,-0.0005650753155351,0,0.2006999999285
224,0.2016000002623,-1.848293653545e-15,-0.0005699856556021,0,0.2016000002623
225,0.202500000596,-1.856544389726e-15,-0.0005749171832576,0,0.202500000596
226,0.2034000009298,-1.864795337665e-15,-0.0005798699567094,0,0.2034000009298
227,0.2043000012636,-1.873046285604e-15,-0.0005848439177498,0,0.2043000012636
228,0.2052000015974,-1.881297233543e-15,-0.0005898390663788,0,0.2052000015974
229,0.2061000019312,-1.889548181482e-15,-0.0005948555190116,0,0.2061000019312
230,0.207000002265,-1.897799129422e-15,-0.0005998931010254,0,0.207000002265
231,0.2079000025988,-1.906049865603e-15,-0.000604951987043,0,0.2079000025988
232,0.2088000029325,-1.914300813542e-15,-0.0006100320024416,0,0.2088000029325
233,0.2097000032663,-1.922551761481e-15,-0.0006151332636364,0,0.2097000032663
234,0.2106000036001,-1.930802497662e-15,-0.0006202557706274,0,0.2106000036001
235,0.2115000039339,-1.939053445601e-15,-0.000625399465207,0,0.2115000039339
236,0.2124000042677,-1.94730439354e-15,-0.0006305644055828,0,0.2124000042677
237,0.2133000046015,-1.95555534148e-15,-0.0006357505335473,0,0.2133000046015
238,0.2142000049353,-1.963806077661e-15,-0.0006409579073079,0,0.2142000049353
239,0.2151000052691,-1.9720570256e-15,-0.0006461865268648,0,0.2151000052691
240,0.2160000056028,-1.980307761781e-15,-0.0006514362758026,0,0.2160000056028
241,0.2169000059366,-1.98855870972e-15,-0.0006567073287442,0,0.2169000059366
242,0.2178000062704,-1.996809657659e-15,-0.0006619995692745,0,0.2178000062704
243,0.2187000066042,-2.00506039384e-15,-0.0006673129973933,0,0.2187000066042
244,0.219600006938,-2.013311341779e-15,-0.0006726476713084,0,0.219600006938
245,0.2205000072718,-2.02156207796e-15,-0.000678003532812,0,0.2205000072718
246,0.2213999927044,-2.029812814141e-15,-0.0006833805236965,0,0.2213999927044
247,0.2222999930382,-2.03806376208e-15,-0.0006887788767926,0,0.2222999930382
248,0.223199993372,-2.046314498261e-15,-0.0006941984174773,0,0.223199993372
249,0.2240999937057,-2.054565446201e-15,-0.0006996391457506,0,0.2240999937057
250,0.2249999940395,-2.062816182382e-15,-0.00070510111982,0,0.2249999940395
251,0.2258999943733,-2.071066918563e-15,-0.0007105842814781,0,0.2258999943733
252,0.2267999947071,-2.079317866502e-15,-0.0007160886889324,0,0.2267999947071
253,0.2276999950409,-2.087568602683e-15,-0.0007216143421829,0,0.2276999950409
254,0.2285999953747,-2.095819550622e-15,-0.000727161183022,0,0.2285999953747
255,0.2294999957085,-2.104070286803e-15,-0.0007327292114496,0,0.2294999957085
256,0.2303999960423,-2.112321022984e-15,-0.0007383184856735,0,0.2303999960423
257,0.231299996376,-2.120571970923e-15,-0.0007439290056936,0,0.231299996376
258,0.2321999967098,-2.128822707104e-15,-0.0007495607133023,0,0.2321999967098
259,0.2330999970436,-2.137073443285e-15,-0.0007552136084996,0,0.2330999970436
260,0.2339999973774,-2.145324391224e-15,-0.0007608877494931,0,0.2339999973774
261,0.2348999977112,-2.153575127405e-15,-0.0007665831362829,0,0.2348999977112
262,0.235799998045,-2.161825863586e-15,-0.0007722997106612,0,0.235799998045
263,0.2366999983788,-2.170076599767e-15,-0.0007780375308357,0,0.2366999983788
264,0.2375999987125,-2.178327547706e-15,-0.0007837965385988,0,0.2375999987125
265,0.2384999990463,-2.186578283887e-15,-0.0007895767339505,0,0.2384999990463
266,0.2393999993801,-2.194829020068e-15,-0.0007953781750984,0,0.2393999993801
267,0.2402999997139,-2.203079756249e-15,-0.0008012008620426,0,0.2402999997139
268,0.2412000000477,-2.21133049243e-15,-0.0008070447365753,0,0.2412000000477
269,0.2421000003815,-2.219581228611e-15,-0.0008129098569043,0,0.2421000003815
270,0.2430000007153,-2.227831964792e-15,-0.0008187961648218,0,0.2430000007153
271,0.243900001049,-2.236082912731e-15,-0.0008247037185356,0,0.243900001049
272,0.2448000013828,-2.244333648912e-15,-0.0008306324598379,0,0.2448000013828
273,0.2457000017166,-2.252584385093e-15,-0.0008365823887289,0,0.2457000017166
274,0.2466000020504,-2.260835121274e-15,-0.0008425536216237,0,0.2466000020504
275,0.2475000023842,-2.269085857455e-15,-0.0008485459838994,0,0.2475000023842
276,0.248400002718,-2.277336593636e-15,-0.000854559650179,0,0.248400002718
277,0.2493000030518,-2.285587329817e-15,-0.0008605944458395,0,0.2493000030518
278,0.2502000033855,-2.293838065998e-15,-0.0008666505455039,0,0.2502000033855
279,0.2511000037193,-2.302088802179e-15,-0.0008727277745493,0,0.2511000037193
280,0.2520000040531,-2.31033953836e-15,-0.0008788263075985,0,0.2520000040531
281,0.2529000043869,-2.318590274541e-15,-0.0008849459700286,0,0.2529000043869
282,0.2538000047207,-2.326841010722e-15,-0.0008910869364627,0,0.2538000047207
283,0.2547000050545,-2.335091535145e-15,-0.0008972490322776,0,0.2547000050545
284,0.2556000053883,-2.343342271326e-15,-0.0009034324320965,0,0.2556000053883
285,0.256500005722,-2.351593007507e-15,-0.0009096370195039,0,0.256500005722
286,0.2574000060558,-2.359843743688e-15,-0.0009158627944998,0,0.2574000060558
287,0.2583000063896,-2.368094479869e-15,-0.0009221098152921,0,0.2583000063896
288,0.2592000067234,-2.37634521605e-15,-0.0009283780236728,0,0.2592000067234
289,0.2601000070572,-2.384595952231e-15,-0.0009346674778499,0,0.2601000070572
290,0.261000007391,-2.392846476653e-15,-0.0009409781196155,0,0.261000007391
291,0.2619000077248,-2.401097212834e-15,-0.0009473100071773,0,0.2619000077248
292,0.2628000080585,-2.409347949015e-15,-0.0009536631405354,0,0.2628000080585
293,0.2637000083923,-2.417598685196e-15,-0.000960037461482,0,0.2637000083923
294,0.2646000087261,-2.425849209619e-15,-0.0009664329700172,0,0.2646000087261
295,0.2655000090599,-2.4340999458e-15,-0.0009728497243486,0,0.2655000090599
296,0.2664000093937,-2.442350681981e-15,-0.0009792876662686,0,0.2664000093937
297,0.2673000097275,-2.450601206404e-15,-0.0009857468539849,0,0.2673000097275
298,0.2682000100613,-2.458851942585e-15,-0.000992227345705,0,0.2682000100613
299,0.2691000103951,-2.467102678765e-15,-0.0009987289085984,0,0.2691000103951
300,0.2700000107288,-2.475353203188e-15,-0.001005251775496,0,0.2700000107288
301,0.2709000110626,-2.483603939369e-15,-0.001011795829982,0,0.2709000110626
302,0.2718000113964,-2.491854463792e-15,-0.001018361072056,0,0.2718000113964
303,0.2727000117302,-2.500105199973e-15,-0.001024947618134,0,0.2727000117302
304,0.273600012064,-2.508355936154e-15,-0.001031555235386,0,0.273600012064
305,0.2745000123978,-2.516606460577e-15,-0.001038184156641,0,0.2745000123978
306,0.2754000127316,-2.524857196758e-15,-0.001044834381901,0,0.2754000127316
307,0.2763000130653,-2.53310772118e-15,-0.001051505678333,0,0.2763000130653
308,0.2772000133991,-2.541358457361e-15,-0.00105819827877,0,0.2772000133991
309,0.2781000137329,-2.549608981784e-15,-0.001064912066795,0,0.2781000137329
310,0.2790000140667,-2.557859717965e-15,-0.001071647042409,0,0.2790000140667
311,0.2799000144005,-2.566110242388e-15,-0.001078403322026,0,0.2799000144005
312,0.2808000147343,-2.57436076681e-15,-0.001085180789232,0,0.2808000147343
313,0.2816999852657,-2.582611291233e-15,-0.001091979211196,0,0.2816999852657
314,0.2825999855995,-2.590861815656e-15,-0.00109879905358,0,0.2825999855995
315,0.2834999859333,-2.599112340079e-15,-0.001105640199967,0,0.2834999859333
316,0.2843999862671,-2.60736307626e-15,-0.001112502533942,0,0.2843999862671
317,0.2852999866009,-2.615613600682e-15,-0.001119386055507,0,0.2852999866009
318,0.2861999869347,-2.623864125105e-15,-0.00112629076466,0,0.2861999869347
319,0.2870999872684,-2.632114861286e-15,-0.001133216777816,0,0.2870999872684
320,0.2879999876022,-2.640365385709e-15,-0.001140163978562,0,0.2879999876022
321,0.288899987936,-2.648615910131e-15,-0.001147132366896,0,0.288899987936
322,0.2897999882698,-2.656866434554e-15,-0.001154121942818,0,0.2897999882698
323,0.2906999886036,-2.665117170735e-15,-0.001161132822745,0,0.2906999886036
324,0.2915999889374,-2.673367695158e-15,-0.00116816489026,0,0.2915999889374
325,0.2924999892712,-2.681618219581e-15,-0.001175218145363,0,0.2924999892712
326,0.2933999896049,-2.689868744003e-15,-0.001182292588055,0,0.2933999896049
327,0.2942999899387,-2.698119268426e-15,-0.001189388334751,0,0.2942999899387
328,0.2951999902725,-2.706370004607e-15,-0.001196505269036,0,0.2951999902725
329,0.2960999906063,-2.71462052903e-15,-0.001203643390909,0,0.2960999906063
330,0.2969999909401,-2.722871053452e-15,-0.001210802700371,0,0.2969999909401
331,0.2978999912739,-2.731121577875e-15,-0.001217983313836,0,0.2978999912739
332,0.2987999916077,-2.739372102298e-15,-0.00122518511489,0,0.2987999916077
333,0.2996999919415,-2.747622626721e-15,-0.001232408103533,0,0.2996999919415
334,0.3005999922752,-2.755873151143e-15,-0.00123965239618,0,0.3005999922752
335,0.301499992609,-2.764123675566e-15,-0.00124691776,0,0.301499992609
336,0.3023999929428,-2.772374199989e-15,-0.001254204427823,0,0.3023999929428
337,0.3032999932766,-2.780624724412e-15,-0.001261512399651,0,0.3032999932766
338,0.3041999936104,-2.788875248834e-15,-0.001268841442652,0,0.3041999936104
